Fax Modem Speed,Number Of Cartridges Included,Battery Type,Tray Capacity,Printer Resolution (Color),ISO Mono Print Speed,Phone Included,Number Of Speed Dials,Supported Paper Sizes,Mobile Device Printing,Compatible Cartridges,Provider_Product_ID,Black Printer Resolution,Maximum Fax Page Memory,EPEAT Qualified,Printer Type,Double-Sided Printing,Batteries Included,pricematch,Copier Resolution (Color),Print Quality,Print (Color) Speed,Type of Interface,Automatic Document Feeder Capacity,Copier Resolution,Media Sizes,Paper Compatibility,Touch Screen,Print (Black/Monochromatic) Speed,Integrated Fax,ENERGY STAR Certified,Copier Speed (B&W),Media Types,Maximum Photo Length,Display Screen Size,Transparency Scanning,Minimum System Requirements,Input Paper Capacity,Duty Cycle,Automatic Document Feeder,Integrated Answering System,Paper Handling,Compact Design,Print Speed (B&W),Multiple Copies,Maximum Document Width,Color Category,Number Of Cartridges Required,Automatic Redial,Maximum Document Length,EPEAT Level,Copier Resolution (Black),Duplex Scan Function,Dye-Sublimation Printer,Networking,Scan (Monochromatic) Speed,Scan (Color) Speed,Print Head Type,Interface(s),Printer Resolution (Black),Fax Machine Type,Maximum Number Of Copies,Scanner Type,Automatic Reduction/Enlargement,Ink Subscription Service Available,Maximum Photo Width,Scan Method,Copy Speed,Scanner Resolution (dpi),DND Omega Publish,Included Software,Networking Capabilities,Photo Printer,Internet Fax Capability,Scanner Resolution,Wireless Networking,Two-Sided Printer,Connector Type(s),Portable,Paper Feeder,Printer Connectivity,Drop Size,Print Speed (Color),Internal Memory,Copy (Color) Speed,PictBridge Enabled,Integrated Caller ID,Memory,Maximum Paper Capacity,Copy (Black/Monochromatic) Speed,ISO Color Print Speed,TWAIN Compliant,Memory Card Slot,Display Screen,Memory Card Type,Monochromatic/Color
N/A,2,N/A,50,Up to 4800 x 1200,5 pages per minute,N/A,N/A,"Letter, legal, statement, executive, envelopes (#10, Monarch), cards (3"" x 5"", 4"" x 6"", 5"" x 8""), photo (5"" x 7"", 4"" x 6"")",Yes,"HP 98, HP 95, HP 94, HP 97, HP 99",N/A,N/A,N/A,No,All In One,N/A,N/A,yes,Up to 600 x 600,N/A,3.5 pages per minute,N/A,N/A,N/A,N/A,N/A,N/A,5 pages per minute,N/A,Yes,N/A,N/A,N/A,2.36 inches,N/A,"PC: Windows XP 32-bit with Intel&#174;, Pentium&#174;, II or compatible processor, Vista with 800MHz 32-/64-bit processor or 7 with 1.0GHz 32-/64-bit processor; Mac: OS X 10.5.8, 10.6 or 10.7 with PowerPC G4 or G5 or Intel&#174; Core&#8482; processor",N/A,Up to 500,N/A,N/A,Up to 50 sheets,N/A,N/A,N/A,8.5 inches,Black,2,N/A,14 inches,N/A,Up to 600 x 600,N/A,N/A,Wireless,1.7 copies per minute,0.9 copies per minute,N/A,N/A,Up to 600 x 600,N/A,N/A,Flatbed,Yes,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,Up to 600 x 600,N/A,N/A,N/A,Yes,N/A,Bluetooth|USB,N/A,N/A,Yes,4 copies per minute,N/A,N/A,N/A,N/A,4 copies per minute,3.5 pages per minute,N/A,Yes,Yes,N/A,N/A
33.6 kilobits per second,4,N/A,1450,Up to 2400 x 600,N/A,N/A,N/A,"A4, A5, A6, B5 Envelope, C5 Envelope, DL Envelope, Envelope No. 7 3/4, Envelope No. 9, Folio, JIS B5, No. 10 envelopes, Officio, Statement, Universal, executive, legal, letter",No,N/A,1023606791,N/A,N/A,Yes,Printer|Copier|Fax|Scanner,Yes,N/A,yes,N/A,N/A,32 pages per minute,N/A,50 sheets,N/A,N/A,N/A,N/A,32 pages per minute,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Up to 85,000",N/A,N/A,"1-Sheet, 100-Sheet, 150-Sheet, 250-Sheet Tray loader, 50-Sheet Duplex automatic document feeder, 550-Sheet Tray loader",N/A,N/A,N/A,8.50 inches,Multi,4,N/A,14.02 inches,Bronze,N/A,N/A,N/A,Wired,32 copies per minute,32 copies per minute,N/A,N/A,Up to 2400 x 600,N/A,N/A,Flatbed,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,Up to 1200 x 600,N/A,N/A,N/A,No,Tray loader,Ethernet|USB|USB 2.0,N/A,N/A,Yes,32 copies per minute,N/A,N/A,N/A,N/A,32 copies per minute,N/A,N/A,No,No,N/A,Color
33.6 kilobits per second,4,N/A,150,Up to 5760 x 1440,13 pages per minute,N/A,N/A,"3.5"" x 5"", 4"" x 6"", 5"" x 7"", 8"" x 10"", 8.5"" x 11"", 8.5"" x 14"", A4, A6, half letter, executive, user definable (3.5"" - 47.2"" in length)",Yes,220; 220XL,N/A,N/A,N/A,No,All In One,Yes,N/A,yes,Up to 600 x 600,N/A,7.3 pages per minute,N/A,30 sheets,N/A,N/A,N/A,N/A,13 pages per minute,Yes,No,N/A,N/A,N/A,2.2 inches,N/A,"PC: Windows Server 2003, Server 2003 R2, Server 2008, Server 2008 R2, Server 2012, Server 2012 R2, XP Professional x64 Edition, XP SP3 (32-bit), Vista (32- or 64-bit), 7 (32- or 64-bit) or 8.x (32- or 64-bit); Mac: OS X 10.5.8 - 10.9.x",N/A,"Up to 3,000",N/A,N/A,Up to 150 sheets,N/A,N/A,N/A,8.5 inches,Black,4,N/A,47.2 inches,N/A,Up to 600 x 600,N/A,N/A,Wireless,N/A,N/A,N/A,N/A,Up to 5760 x 1440,N/A,99,Flatbed,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,Up to 2400,N/A,N/A,N/A,No,N/A,USB,2.8 picoliters,N/A,Yes,5.5 copies per minute,N/A,N/A,N/A,N/A,11 copies per minute,7.3 pages per minute,N/A,No,Yes,N/A,N/A
33.6 kilobits per second,2,N/A,100,Up to 4800 x 1200,8.8 pages per minute,N/A,N/A,"3"" x 5"" to 8.5"" x 14""",Yes,"HP 61, HP 61XL",N/A,N/A,N/A,No,All In One,N/A,N/A,yes,Up to 600 x 600,N/A,5.2 pages per minute,N/A,35 sheets,N/A,N/A,N/A,N/A,8.8 pages per minute,N/A,No,N/A,N/A,N/A,5 inches,N/A,"PC: Windows XP SP3 or higher (32-bit): Intel&#174;, Pentium&#174;, II, Celeron&#174; or other 233MHz compatible processor; 750MB hard disk space; Internet Explorer 6; Windows Vista: 800MHz 32-bit (x86) or 64-bit (x64) processor",N/A,"Up to 1,000",N/A,N/A,Up to 100 sheets,N/A,N/A,N/A,8.5 inches,Black,2,N/A,14 inches,N/A,Up to 300 x 300,N/A,N/A,Wireless,N/A,N/A,N/A,N/A,Up to 1200 x 600,N/A,50,Flatbed,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,No,N/A,USB 2.0|Apple AirPrint|Other,N/A,N/A,Yes,4 copies per minute,N/A,N/A,N/A,N/A,6 copies per minute,5.2 pages per minute,N/A,No,Yes,N/A,N/A
33.6 kilobits per second,1,N/A,250,N/A,21 pages per minute,N/A,N/A,"Letter, legal, A4, B5, A5, B6, A6, exe",No,N/A,N/A,N/A,N/A,No,All In One,N/A,N/A,yes,N/A,N/A,N/A,N/A,30 sheets,N/A,N/A,N/A,N/A,21 pages per minute,Yes,Yes,N/A,N/A,N/A,N/A,N/A,"PC: Windows 95, 98, 98SE, Me, NT Workstation 4.0, 2000 Professional or XP, Mac: OS 8.6 to 9.2, OS X 10.1, 10.2.1 to 10.3 or later, available USB 2.0 or Parallel port",N/A,"Up to 20,000",N/A,N/A,Up to 250 sheets,N/A,N/A,N/A,8.5 inches,White,2,N/A,14 inches,N/A,Up to 600,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Up to 2400 x 600,N/A,N/A,Sheetfed,Yes,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,Up to 300 x 600,N/A,N/A,N/A,No,N/A,Parallel|USB 2.0,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,21 copies per minute,N/A,N/A,N/A,Yes,N/A,Monochromatic
33.6 kilobits per second,5,N/A,100,Up to 5760 x 1440,14 pages per minute,N/A,N/A,"Half letter, executive, 3.5"" x 5"", 4"" x 6"", 5"" x 7"", 8"" x 10"", 8.5"" x 11"", 8.5"" x 14"", A4, A5, B5, A6, ink jet-printable CDs/DVDs",Yes,273; 273XL,N/A,N/A,N/A,No,All In One,Yes,N/A,yes,Up to 360 x 360,N/A,11 pages per minute,N/A,30 sheets,N/A,N/A,N/A,N/A,14 pages per minute,Yes,No,N/A,N/A,N/A,4.3 inches,N/A,"PC: Windows XP SP3 (32-bit), XP Professional x64 Edition, Vista (32- or 64-bit), 7 (32- or 64-bit) or 8 (32- or 64-bit); Mac: OS X 10.6.8 to 10.9.x (Some applications and/or functions may not be supported under Mac OS X)",N/A,Medium,N/A,N/A,Up to 100 sheets,N/A,N/A,N/A,8.5 inches,Black,5,N/A,14 inches,N/A,Up to 360 x 360,N/A,N/A,Wired/Wireless,N/A,N/A,N/A,N/A,Up to 5760 x 1440,N/A,99,Flatbed,Yes,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,Up to 4800,N/A,N/A,N/A,No,N/A,Secure Digital|USB|Apple AirPrint,1.5 picoliters,N/A,Yes,8.1 copies per minute,N/A,N/A,N/A,N/A,11 copies per minute,11 pages per minute,N/A,Yes,Yes,N/A,N/A
33.6 kilobits per second,1,N/A,150,N/A,21 pages per minute,N/A,N/A,"3"" x 5"" to 8.5"" x 14"", letter, legal and executive, envelopes (#10 and Monarch #7 3/4) and postcards (standard #10)",Yes,HP 83A Black LaserJet Toner Cartridge CF283A,N/A,N/A,N/A,No,All In One,Yes,N/A,yes,N/A,N/A,N/A,N/A,35 sheets,N/A,N/A,N/A,N/A,21 pages per minute,Yes,No,N/A,N/A,N/A,N/A,N/A,"PC: Windows XP (32-bit, SP2 or later), Vista, 7 or 8 (32- or 64-bit); 200MB available hard drive space; Mac: PowerPC G4, G5 or Intel Core processor; OS X 10.6 or later; 500MB available hard drive space",N/A,"Up to 8,000",N/A,N/A,N/A,N/A,N/A,N/A,8.5 inches,Black,1,N/A,14 inches,N/A,Up to 600 x 600,N/A,N/A,Wired/Wireless,7 copies per minute,N/A,N/A,N/A,Up to 600 x 600,N/A,99,Flatbed,Yes,No,N/A,N/A,N/A,N/A,N/A,"Windows: HP Installer/Uninstaller, HP PCLmS print driver, HP WIA Scan Driver, HP TWAIN Scan Driver, HP Scan, HP Fax Setup Wizard, HP Send Fax; Mac: HP Installer/Uninstaller, HP PCLmS driver, HP Scan, HP Setup Assistant, HP Fax Print Driver",N/A,No,N/A,Up to 1200,N/A,N/A,N/A,No,Tray loader,Ethernet|USB|Apple AirPrint|HP ePrint,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,21 copies per minute,N/A,N/A,No,Yes,N/A,Monochromatic
33.6 kilobits per second,4,N/A,100,Up to 5760 x 1440,9 pages per minute,N/A,N/A,"3.5"" x 5"", 4"" x 6"", 5"" x 7"", 8"" x 10"", 8.5"" x 11"", 8.5"" x 14"", A4, A6, half letter, executive, user definable (3.5"" - 47.2"" in length)",Yes,220; 220XL,N/A,N/A,N/A,No,All In One,N/A,N/A,yes,Up to 360 x 360,N/A,4.7 pages per minute,N/A,30 sheets,N/A,N/A,N/A,N/A,9 pages per minute,Yes,No,N/A,N/A,N/A,2.2 inches,N/A,"PC: Windows Server 2003, Server 2003 R2, Server 2008, Server 2008 R2, Server 2012, Server 2012 R2, XP Professional x64 Edition, XP SP3 (32-bit), Vista (32- or 64-bit), 7 (32- or 64-bit) or 8.x (32- or 64-bit); Mac: OS X 10.5.8 - 10.9.x",N/A,"Up to 3,000",N/A,N/A,Up to 100 sheets,N/A,N/A,N/A,8.5 inches,Black,4,N/A,47.2 inches,N/A,Up to 360 x 360,N/A,N/A,Wireless,N/A,N/A,N/A,N/A,Up to 5760 x 1440,N/A,99,Flatbed,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,Up to 2400,N/A,N/A,N/A,No,N/A,USB,3 picoliters,N/A,Yes,3.8 copies per minute,N/A,N/A,N/A,N/A,8 copies per minute,4.7 pages per minute,N/A,No,Yes,N/A,N/A
N/A,N/A,N/A,N/A,Up to 4800 x 2400,18 pages per minute,N/A,N/A,"3.5"" x 5"", 4"" x 6"", 5"" x 7"", 8"" x 10"", 8.5"" x 11"", 8.5"" x 14"", 11"" x 17"", 13"" x 19"", A4, A6, half letter, executive, user definable (3.5"" - 47.2"" in length)",Yes,"252 Standard-capacity, 252XL High-capacity, 254XL Extra High-capacity",N/A,N/A,N/A,No,Printer,N/A,N/A,yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,"PC: Windows 8 (32-bit, 64-bit), Windows 7 (32-bit, 64-bit), Windows Vista (32-bit, 64-bit), Windows XP SP3 (32-bit), Windows XP Professional x64 Edition; Mac: OS X 10.5.8 - 10.9.x7",N/A,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,13 inches,Black,4,N/A,47.2 inches,N/A,N/A,N/A,N/A,Wired/Wireless,N/A,N/A,N/A,N/A,Up to 4800 x 2400,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,No,N/A,Apple AirPrint,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,10 pages per minute,N/A,No,N/A,N/A,N/A
33.6 kilobits per second,4,N/A,250,Up to 4800 x 1200,18 pages per minute,N/A,N/A,"3.5"" x 5"", 4"" x 6"", 5"" x 7"", 8"" x 10"", 8.5"" x 11"", 11"" x 17"", 13"" x 19"", A4, A6, half letter, executive, user-definable (3.5"" x 47.2"" in length)",Yes,252|252XL,N/A,N/A,N/A,No,All In One,Yes,N/A,yes,Up to 600 x 600,N/A,10 pages per minute,N/A,35 sheets,N/A,N/A,N/A,N/A,18 pages per minute,Yes,No,N/A,N/A,N/A,4.3 inches,N/A,"PC: Windows Server 2003, Server 2003 R2, Server 2008, Server 2008 R2, Server 2012, Server 2012 R2, XP SP3 (32-bit), XP Professional x64 Edition, Vista (32- or 64-bit), 7 (32- or 64-bit) or 8.x (32- or 64-bit); Mac: OS X 10.5.8 - 10.9.x",N/A,"Up to 20,000",N/A,N/A,Up to 250 sheets,N/A,N/A,N/A,13 inches,Black,4,N/A,47.2 inches,N/A,Up to 600 x 600,N/A,N/A,Wired/Wireless,N/A,N/A,N/A,N/A,Up to 4800 x 1200,N/A,999,Flatbed|Sheetfed,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,Up to 2400 x 1200,N/A,N/A,N/A,No,N/A,USB|Apple AirPrint,2.8 picoliters,N/A,Yes,8.8 copies per minute,N/A,N/A,N/A,N/A,16 copies per minute,10 pages per minute,N/A,Yes,Yes,N/A,N/A
N/A,N/A,N/A,N/A,Up to 1200 x 600,21 pages per minute,N/A,N/A,"Letter, legal",Yes,"PGI-1200 XL, PGI-1200",N/A,N/A,N/A,No,All In One,N/A,N/A,yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,"PC: Windows 8, Windows 8.1, Windows 7, Windows Vista, Windows XP SP3 32-bit, Windows Server 2012, 2012 R215, Windows Server 2008, 2008 R215, Windows Server 2003, 2003 R215, Mac: 16 Mac OS X v10.6.8 - 10.9",N/A,"Up to 15,000",N/A,N/A,N/A,N/A,N/A,N/A,8.5 inches,Black,4,N/A,11.7 inches,N/A,N/A,N/A,N/A,Wired/Wireless,N/A,N/A,N/A,N/A,Up to 6000 x 1200,N/A,N/A,Flatbed,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,Up to 1200 x 1200,N/A,N/A,N/A,No,N/A,Google Cloud Print,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,5 copies per minute,15 pages per minute,N/A,No,N/A,N/A,N/A
33.6 kilobits per second,1,N/A,800,N/A,N/A,N/A,N/A,"A4, A5, B5, C5 Envelope, Com10 Envelope, DL Envelope, Monarch Envelope, executive, legal, letter",Yes,N/A,1025697844,N/A,N/A,No,Printer|Copier|Fax|Scanner,Yes,N/A,yes,Up to 600 x 600,N/A,N/A,N/A,50 sheets,N/A,N/A,N/A,N/A,35 pages per minute,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Up to 50,000",N/A,N/A,"150-Sheet, 250-Sheet Cassette tray, 50-Sheet Duplex automatic document feeder, 50-Sheet Multipurpose Tray",N/A,N/A,N/A,8.50 inches,Multi,1,N/A,14 inches,N/A,Up to 600 x 600,N/A,N/A,Wired/Wireless,N/A,N/A,N/A,N/A,Up to 1200 x 600,N/A,99,Flatbed,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Printer Driver Fax Driver Scanner Driver MF Toolbox Presto! PageManager,N/A,No,N/A,Up to 600 x 600,N/A,N/A,N/A,No,Multipurpose tray,Ethernet|USB|USB 2.0|Wi-Fi|Google Cloud Print|Apple AirPrint|Canon Mobile Printing,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,35 copies per minute,N/A,N/A,No,Yes,N/A,Monochromatic
33.6 kilobits per second,5,N/A,N/A,Up to 9600 x 2400,15 pages per minute,N/A,N/A,"4"" x 6"", 5"" x 7"", 8"" x 10"", letter, legal, #10 envelopes",Yes,"PGI-255 PGBK XXL, PGI-250 PGBK XL, CLI-251 C XL, CLI-251 M XL, CLI-251 Y XL, CLI-251 BK XL|PGI-250 PGBK, CLI-251 C, CLI-251 M, CLI-251 Y, CLI-251 BK",N/A,N/A,N/A,No,All In One,Yes,N/A,yes,Up to 600 x 600,N/A,10 pages per minute,N/A,35 sheets,N/A,N/A,N/A,N/A,15 pages per minute,Yes,No,N/A,N/A,N/A,3 inches,N/A,"PC: Windows XP (32-bit with SP3), Vista (SP1 or SP2), RT, 7 (SP1) or 8, Mac: OS X 10.6.8 or later",N/A,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,8.5 inches,Black,5,N/A,14 inches,N/A,Up to 600 x 600,N/A,N/A,Wired/Wireless,8 copies per minute,8 copies per minute,N/A,N/A,Up to 600 x 600,N/A,99,Flatbed,Yes,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,Up to 4800 x 2400,N/A,N/A,N/A,No,N/A,USB 2.0|Apple AirPrint|Google Cloud Print,5 picoliters,N/A,Yes,8 copies per minute,N/A,N/A,N/A,N/A,8 copies per minute,10 pages per minute,N/A,No,Yes,N/A,N/A
N/A,N/A,N/A,N/A,Up to 4800 x 2400,19 pages per minute,N/A,N/A,"Letter, Legal, A4, 8"" x 10"", 5"" x 7"", 4"" x 6""",Yes,"252 Standard-capacity Black, Cyan, Magenta, Yellow, 252XL High-capacity Black, Cyan, Magenta, Yellow",N/A,N/A,N/A,No,All In One,N/A,N/A,yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,3.5 inches,N/A,"Windows 8 (32-bit, 64-bit), Windows 7 (32-bit, 64-bit), Windows Vista (32-bit, 64-bit), Windows XP SP3 (32-bit), Windows XP Professional x64 Edition, Mac OS X 10.5.8 - 10.9.x7",N/A,"Up to 20,000",N/A,N/A,N/A,N/A,N/A,N/A,8.5 inches,Black,4,N/A,47.2 inches,N/A,N/A,N/A,N/A,Wired/Wireless,N/A,N/A,N/A,N/A,Up to 4800 x 2400,N/A,N/A,Flatbed,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,Up to 2400 x 1200,N/A,N/A,N/A,No,N/A,Apple AirPrint,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,17 copies per minute,10 pages per minute,N/A,No,Yes,N/A,N/A
N/A,N/A,N/A,150,Up to 2400 x 600,19 pages per minute,N/A,N/A,"3"" x 6"" - 8.5"" x 14""",Yes,"CLT-K406S, CLT-C406S, CLT-M406S, CLT-Y406S",N/A,N/A,N/A,No,Printer,Yes,N/A,yes,N/A,N/A,4 pages per minute,N/A,N/A,N/A,N/A,N/A,N/A,19 pages per minute,N/A,Yes,N/A,N/A,N/A,N/A,N/A,"PC: Windows 2000, XP, 2003, 2008 Server, Vista, 7 and 8; Mac: OS X 10.4 - 10.8; Linux",N/A,"Up to 20,000",N/A,N/A,N/A,N/A,N/A,N/A,6 inches,Gray,4,N/A,14 inches,N/A,N/A,N/A,N/A,Wired/Wireless,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,Driver/software CD,N/A,No,N/A,N/A,N/A,N/A,N/A,No,N/A,USB 2.0|Ethernet|Wi-Fi,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,4 pages per minute,N/A,N/A,N/A,N/A,Color
14.4 kilobits per second,4,N/A,100,Up to 6000 x 1200,12 pages per minute,N/A,N/A,"8.5"" x 14"", 8.5"" x 11""",Yes,"LC101BK, LC101C, LC101M; LC101Y; LC103BK; LC103C; LC103M; LC103Y",N/A,N/A,N/A,No,All In One,Yes,N/A,yes,Up to 2400 x 1200,N/A,27 pages per minute,N/A,20 sheets,N/A,N/A,N/A,N/A,33 pages per minute,Yes,No,N/A,N/A,N/A,1.8 inches,N/A,"PC: Windows Server 2003, 2003 x64, 2003 R2, 2003 Rs x64, 2008 or 2008 R2, XP, XP Professional X64, Vista or 7, Mac: OS X 10.6.x, 10.7.x or 10.8.x",N/A,"Up to 2,500",N/A,N/A,Up to 100 sheets,N/A,N/A,N/A,8.5 inches,Black,4,N/A,14 inches,N/A,Up to 2400 x 1200,N/A,N/A,Wireless,5 copies per minute,5 copies per minute,N/A,N/A,Up to 6000 x 1200,N/A,N/A,Flatbed,Yes,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,Up to 2400 x 1200,N/A,N/A,N/A,No,N/A,USB|Brother iPrint&Scan|Google Cloud Print,N/A,N/A,Yes,5 copies per minute,N/A,N/A,N/A,N/A,5 copies per minute,10 pages per minute,N/A,No,Yes,N/A,N/A
33.6 kilobits per second,1,N/A,550,N/A,35 pages per minute,N/A,N/A,"Letter, legal, A4, A5, B5, statement, executive, envelopes (Com 10, Monarch, DL, C5, B5)",Yes,N/A,N/A,N/A,N/A,Yes,All In One,Yes,N/A,yes,N/A,N/A,N/A,N/A,50 sheets,N/A,N/A,N/A,N/A,35 pages per minute,N/A,Yes,N/A,N/A,N/A,2.7 inches,N/A,"PC: Windows 2000, XP, Server 2003, Vista, Server 2008, 7 or 8, Mac: OS X 10.4.9 or later, Linux (printing only); available USB 2.0 or network port",N/A,"Up to 20,000",N/A,N/A,Up to 550 sheets,N/A,N/A,N/A,8.5 inches,White,1,N/A,14 inches,Bronze,Up to 600 x 600,N/A,N/A,Wired,18 copies per minute,N/A,N/A,N/A,Up to 600 x 600,N/A,99,Flatbed,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,Up to 600 x 600,N/A,N/A,N/A,No,"Cassette, Multipurpose tray",USB 2.0,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,35 copies per minute,N/A,N/A,N/A,Yes,N/A,Monochromatic
N/A,5,N/A,100,Up to 5760 x 1440,10 pages per minute,N/A,N/A,"Half letter, executive, 3.5"" x 5"", 4"" x 6"", 5"" x 7"", 8"" x 10"", 8.5"" x 11"", A4, B5, A5, A6, ink jet-printable CDs/DVDs",Yes,273; 273XL,N/A,N/A,N/A,No,All In One,Yes,N/A,yes,Up to 360 x 360,N/A,10 pages per minute,N/A,N/A,N/A,N/A,N/A,N/A,13 pages per minute,N/A,No,N/A,N/A,N/A,2.7 inches,N/A,"PC: Windows XP SP3 (32-bit), XP Professional x64 Edition, Vista (32- or 64-bit), 7 (32- or 64-bit) or 8 (32- or 64-bit); Mac: OS X 10.6.8 to 10.9.x (Some applications and/or functions may not be supported under Mac OS X)",N/A,Medium,N/A,N/A,Up to 100 sheets,N/A,N/A,N/A,8.5 inches,Black,5,N/A,11 inches,N/A,Up to 360 x 360,N/A,N/A,Wireless,N/A,N/A,N/A,N/A,Up to 5760 x 1440,N/A,99,Flatbed,Yes,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,Up to 2400,N/A,N/A,N/A,No,N/A,Secure Digital|USB|Apple AirPrint,1.5 picoliters,N/A,Yes,7.2 copies per minute,N/A,N/A,N/A,N/A,10 copies per minute,13 pages per minute,N/A,Yes,Yes,N/A,N/A
N/A,2,N/A,150,N/A,42 pages per minute,N/A,N/A,"Up to 8.5"" x 14""",Yes,N/A,N/A,N/A,N/A,No,Printer,Yes,N/A,yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,42 pages per minute,N/A,No,N/A,N/A,N/A,N/A,N/A,"PC, Mac or Linux",N/A,"Up to 100,000",N/A,N/A,Up to 150 sheets,N/A,N/A,N/A,8.5 inches,Black,2,N/A,14 inches,N/A,N/A,N/A,N/A,Wired/Wireless,N/A,N/A,N/A,N/A,Up to 1200 x 1200,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,No,N/A,USB 2.0,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,Monochromatic
33.6 kilobits per second,1,N/A,250,N/A,N/A,N/A,N/A,"Up to 8.5"" x 14"" (legal); manual feed slot: 3"" to 8.5"" in width and 5"" to 14"" in length",Yes,N/A,N/A,N/A,N/A,No,All In One,Yes,N/A,yes,N/A,N/A,N/A,N/A,35 sheets,N/A,N/A,N/A,N/A,27 pages per minute,Yes,No,N/A,N/A,N/A,2.7 inches,N/A,"PC: Windows XP (Home, Professional and Professional x64 editions), Vista, 7, 8 or 8.1, Windows Server 2003 (32- or 64-bit), 2008, 2008 R2, 2012 or 2012 R2, Mac: OS X 10.7.5, 10.8.x or 10.9.x; Linux",N/A,"Up to 10,000",N/A,N/A,Up to 250 sheets,N/A,N/A,N/A,8.5 inches,Gray,1,N/A,14 inches,N/A,Up to 600 x 600,N/A,N/A,Wired/Wireless,N/A,N/A,N/A,N/A,Up to 2400 x 600,N/A,99,Flatbed,Yes,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,Up to 2400 x 600,N/A,N/A,N/A,No,N/A,USB 2.0,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,27 copies per minute,N/A,N/A,No,Yes,N/A,Monochromatic
